Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Default (0 = No, 1 = Yes)
496;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Bollettino della società per gli studi storici Cuneo:1@Cuneo:1@1967:1@8:1;1
497;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Mandolesi Alessandro:1@regione Piemonte:1@Torino:1@2004:1@71:1;1
498;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Comune di Milano:1@Milano:1@2001:1@25:1;1
499;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Museo archeologico di Milano:1@Milano:1@2004:1@47:1;1
500;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Macaulay:1@Nuove Edizioni Romane:1@Roma:1@1978:1@114:1;1
501;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Sopr.Arch. Della Lombardia:1@Cremona:1@n.d.:1@24:1;1
502;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Société des Sciences Historiques et Naturelles de Semur-en-Auxois:1@Semur:1@n.d.:1@8:1;1
503;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;GhivarelloR.:1@Spaba:1@Torino:1@1932:1@10:1;1
504;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Promis V.:1@Spaba:1@Torino:1@n.d.:1@2:1;1
505;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Vacchetta:1@Spaba:1@Torino:1@n.d.:1@12:1;1
506;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Finocchi S.:1@Spaba:1@Torino:1@n.d.:1@6:1;1
507;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Ghivarello R.:1@Spaba:1@Torino:1@1960:1@4:1;1
508;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Saladino-Sheperd-De Tommaso-Poggesi:1@n.d.:1@n.d.:1@n.d.:1@14:1;1
509;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Paoletti M.:1@n.d.:1@n.d.:1@n.d.:1@26:1;1
510;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Ciampoltrini G.:1@n.d.:1@n.d.:1@n.d.:1@32:1;1
511;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Massa Morella:1@n.d.:1@n.d.:1@n.d.:1@39:1;1
512;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Alix Barbet:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
513;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Electa:1@Napoli:1@2000:1@47:1;1
514;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Electa:1@Napoli:1@1998:1@69:1;1
515;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Brusasco:1@n.d.:1@1986:1@119:1;1
516;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Electa:1@Milano:1@2004:1@305:1;1
517;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Corni Francesco:1@inkline:1@torino:1@2012:1@210:1;1
518;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Electa:1@Catanzaro:1@2005:1@475:1;1
519;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@gruppo archeologico romano:1@n.d.:1@1979:1@108:1;1
520;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Marini Gian Carlo:1@gruppo archeologico romano:1@n.d.:1@1982:1@76:1;1
521;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Donna d'Oldenico Giovanni:1@Ind.Grafica Falciola:1@Torino:1@1968:1@58:1;1
522;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Pontiroli Giuseppe:1@Ed.Cisalpino La Goliardica:1@Milano:1@1980:1@176:1;1
523;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Mar:1@Aosta:1@2009:1@40:1;1
524;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Maria Stella Arena:1@n.d.:1@Roma:1@2005:1@58:1;1
525;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Nino Lamnboglia:1@Istituto internazionale di studi liguri:1@Bordighera:1@1979:1@200:1;1
526;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@gruppo archeologico chierese:1@n.d.:1@1988:1@48:1;1
527;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Istituto bancario San Paolo Torino:1@n.d.:1@1967:1@140:1;1
528;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Brecciarolo Taborelli:1@All'insegna del giglio:1@n.d.:1@2006:1@30:1;1
529;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Legnano:1@n.d.:1@1990:1@35:1;1
530;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Serena De Filippo:1@n.d.:1@Torino:1@2008:1@260:1;1
531;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Chivasso:1@1998:1@47:1;1
532;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Aosta:1@2005:1@22:1;1
533;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Aosta:1@2005:1@27:1;1
534;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Aosta:1@n.d.:1@40:1;1
535;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@n.d.:1@2004:1@32:1;1
536;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@GAT:1@Torino:1@2004:1@15:1;1
537;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Museo archeologico nazionale di Luni:1@n.d.:1@n.d.:1@10:1;1
538;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Istituto poligrafico e Zecca dello stato:1@Torino:1@2009:1@519:1;1
539;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Quasar:1@Roma:1@2009:1@342:1;1
540;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Soprintendenza Piemonte:1@Cuneo:1@1997:1@624:1;1
541;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Editions du Beffroi:1@Millau:1@1991:1@64:1;1
542;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Soprintendenza Piemonte:1@Cuneo:1@2004:1@32:1;1
543;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@SEAT:1@Roma:1@1994:1@502:1;1
544;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@SEAT:1@Roma:1@1994:1@502:1;1
545;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@SEAT:1@Roma:1@1994:1@502:1;1
546;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Bouard Michel:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
547;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Bouard Michel:1@Société d'édition d'enseignement supérieur:1@Parigi:1@1975:1@337:1;1
548;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@GA aquaria:1@Gallignano (CR):1@1981:1@11:1;1
549;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@GAR:1@Roma:1@1984:1@64:1;1
550;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@GAR:1@Roma:1@1985:1@64:1;1
551;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@GAR:1@Roma:1@1985:1@64:1;1
552;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Tron F.:1@GAR:1@Roma:1@1982:1@103:1;1
553;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Carolis E., Mensi M.E., Pratesi A., Turi G., Bietoletti S.:1@G.A. Mediovaldarno:1@Viterbo:1@1985:1@155:1;1
554;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Carolis E., Mensi M.E., Pratesi A., Turi G., Bietoletti S.:1@G.A. Mediovaldarno:1@Viterbo:1@1985:1@155:1;1
555;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Carolis E., Mensi M.E., Bietoletti S., Ascione G.C., Fort G.:1@G.A. Mediovaldarno:1@Viterbo:1@1991:1@141:1;1
556;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Carolis E., Mensi M.E., Bietoletti S., Ascione G.C., Fort G.:1@G.A. Mediovaldarno:1@Viterbo:1@1991:1@141:1;1
557;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Assessorato alla cultura di Forlì:1@Grafiche M.D.M:1@Forlì:1@1983:1@60:1;1
558;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Leonardi Paolo:1@GAR:1@Roma:1@1991:1@71:1;1
559;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Mannoni Tiziano:1@Istituto internazionale di studi liguri:1@Cuneo:1@1975:1@207:1;1
560;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Maestri Diego:1@GAR:1@Roma:1@1981:1@96:1;1
561;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Maestri Diego:1@GAR:1@Roma:1@1981:1@96:1;1
562;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Maestri D., Maestri de Luca M.:1@G.A.I.:1@Roma:1@1978:1@80:1;1
563;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Corsi P., Pepe A., Bertelli G., Whitehouse D., Russi V., Sansone M., Tomaiuoli N., Barbanti Basso C., Basso M., Maestri D., Fior:1@GA Garganico:1@Foggia:1@1984:1@109:1;1
564;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Varaldo C.:1@Istituto internazionale di Studi Liguri:1@Cuneo:1@1975:1@137:1;1
565;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Ascani V., Boccianti C., Filippone A. Salviati V.:1@GAR:1@Roma:1@1992:1@103:1;1
566;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Genovesi, Grifone, Sartor:1@G.A.R.:1@Montefiascone:1@1985:1@80:1;1
567;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Parenti Roberto:1@Edizioni all’insegna del giglio:1@Firenze:1@1980:1@110:1;1
568;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Milano S.:1@Nuova Grafica Fiorentina:1@Villafranca in Lunigiana:1@1986:1@55:1;1
569;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Zorzi Santina:1@n.d.:1@Monastier (TV):1@1991:1@13:1;1
570;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Tron F., Berretti R., Gorra M.:1@GAR:1@Roma:1@1984:1@92:1;1
571;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@GAT:1@Torino:1@1998:1@9:1;1
572;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Nisbet R.:1@Soprintenza Archeologica del Piemonte:1@Torino:1@1984:1@3:1;1
573;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Gruppo Archeologico Valdinievole:1@n.d.:1@n.d.:1@63:1;1
574;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Tagliaferri:1@Fogolar  Furlan:1@Torino:1@1998:1@41:1;1
575;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Silvana Editoriale:1@Parma:1@2003:1@428:1;1
576;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Grenzi Claudio:1@Foggia:1@2000:1@55:1;1
577;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Regione Piemonte:1@Torino:1@n.d.:1@95:1;1
578;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Cossavella:1@Ivrea:1@1998:1@155:1;1
579;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Martinelli S.:1@G.A.Prata Sannita:1@Prata Sannita (Ce):1@2000:1@54:1;1
580;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;De Bernardi Ferrero Daria:1@Gruppo archeologico Ad Quintum:1@Torino:1@n.d.:1@39:1;1
581;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Le Scienze:1@Milano:1@1987:1@96:1;1
582;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@n.d.:1@n.d.:1@15:1;1
583;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Arduini - Grassi:1@Felici Editore:1@Pisa:1@2002:1@67:1;1
584;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Maria Maddalena Negro Ponzi Mancini:1@all'insegna del giglio:1@Firenze:1@1999:1@450:1;1
585;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Maria Maddalena Negro Ponzi Mancini:1@all'insegna del giglio:1@Firenze:1@1999:1@302:1;1
586;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Maria Maddalena Negro Ponzi Mancini:1@all'insegna del giglio:1@Firenze:1@1999:1@16:1;1
587;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Gelicchi Sauro:1@Carocci:1@Roma:1@1977:1@280:1;1
588;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@All'insegna del Giglio:1@Firenze:1@2005:1@92:1;1
589;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Benente F. - Cerino Badone G.:1@n.d.:1@n.d.:1@n.d.:1@13:1;1
590;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Città di Torino, Archivio storico:1@Torino:1@2009:1@91:1;1
591;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Giovanni Sommo:1@n.d.:1@Vercelli:1@2008:1@30:1;1
592;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Tiziano Mannoni:1@Istituto internazionale di studi liguri:1@Bordighera:1@1975:1@206:1;1
593;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Bolsena:1@2007:1@150:1;1
594;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Manuela Mazzon:1@Tesi di laurea:1@Torino:1@2005:1@99:1;1
595;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Manuela Mazzon:1@Tesi di laurea:1@Torino:1@2005:1@50:1;1
596;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Celid:1@Torino:1@2007:1@397:1;1
597;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@gruppo archeologico romano:1@Roma:1@1979:1@157:1;1
598;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Rotary:1@asti:1@1999:1@192:1;1
599;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Editeg:1@Trieste:1@2008:1@143:1;1
600;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Gianfrotta P.A., Riccardi E.:1@Istituto internazionale di studi liguri:1@Bordighera:1@1980:1@78:1;1
601;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Battaglia Ruggero:1@Eri:1@Torino:1@1975:1@222:1;1
602;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;G.Di Stefano:1@Giunti:1@Prato:1@1998:1@69:1;1
603;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA. VV.:1@Istituto internazionale di studi liguri:1@Bordighera:1@1958:1@12:1;1
604;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA. VV.:1@Istituto internazionale di studi liguri:1@Bordighera:1@1959:1@34:1;1
605;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA. VV.:1@Istituto internazionale di studi liguri:1@Bordighera:1@n.d.:1@15:1;1
606;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA. VV.:1@Istituto internazionale di studi liguri:1@Bordighera:1@n.d.:1@24:1;1
607;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA. VV.:1@Istituto internazionale di studi liguri:1@Bordighera:1@n.d.:1@90:1;1
608;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA. VV.:1@Istituto internazionale di studi liguri:1@Bordighera:1@n.d.:1@72:1;1
609;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA. VV.:1@Istituto internazionale di studi liguri:1@Bordighera:1@n.d.:1@44:1;1
